5b64dc76a4af260e918828df,"西北工业大学明德学院,西北工业大学",http://www.xatrm.com/techexpert/detail/01212A452FC659B0E050007F01007315.jspx,"史晓亮,西安科技大学",,1, 武汉理工大学,https://baike.baidu.com/item/%E5%8F%B2%E6%99%93%E4%BA%AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b650ed3a4af2609c49f1af4,"陕西师范大学党委,陕西师范大学",https://zh.wikipedia.org/zh-hans/%E7%A8%8B%E5%85%89%E6%97%AD,"程光旭,西安交通大学",,, 西安交通大学,http://clet.xjtu.edu.cn/info/1056/2105.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b643f01a4af2607336f8308,上海市第一人民医院外科,https://www.youlai.cn/super/docintro/43610/,"李继坤,上海交通大学",,,犐虾＝煌ù笱?http://js.guahao.com/expert/e4c0ec85-d95b-4061-855d-ece56d6ba876000?hospDeptId=dc84f1f0-366f-43aa-8405-7a880869c1cc000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b646d77a4af260a39f3a1bd,教育部,http://www.baidu.com/link?url=5Z3EsM3yYzDo3FgeSVE8xoGUNHJMrVNnrsXPtSLtzLvzPJEpn_IHfxldjnyspFLB,"王廷华,四川大学",,,犓拇ù笱?http://sklb.scu.edu.cn/detail.html?type=postgraduateDetail&id=37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6542a7a4af2609c49f2ae5,"浙江师范大学,浙江师范大学化学与生命科学学院",http://www.baidu.com/link?url=eRS1WTUZM3n6UPgvxFjdWLVe14Colg4B4jhlqo25xczDiFWSHGFJmJRclQqRmjm2cuokl3V8GxiOqb4PBLS7Ca,"李春霞,中国科学院长春应用化学研究所",,,犝憬Ψ洞笱?http://sky.zjnu.edu.cn/2016/1010/c4853a85585/page.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6446bda4af2607336f856b,"|学校校历京ICP备",http://www.ucas.ac.cn/site/157?u=59930,"代小蓉,中国科学院城市环境研究所",,,犞泄蒲г撼鞘谢肪逞芯克?http://www.iue.cas.cn/nb/dw/fyjy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645f19a4af260a39f39d8b,|English|中国科学院,http://www.baidu.com/link?url=PX3QqFyIUstxYpP-UArKGB-i9y06xEUilOPqzh_sYoYZjRoGBsovuLc0a9PCYscGUDEwJRpL554rl_Dub1R9Ca6uzowhHIktdupVSUoKbaa,"李晴岚,中国科学院深圳先进技术研究院",,,犞泄蒲г荷钲谙冉际跹芯吭?http://people.ucas.edu.cn/~0036141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b651f3ca4af2609c49f1fe2,化学化工学院,http://chem.ujn.edu.cn/detail.asp?id=3400,"张昭良,济南大学",,,",济南大学",https://baike.baidu.com/item/%E5%BC%A0%E6%98%AD%E8%89%AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\,Z,_?0Dl,s_J?O,3vb,_>_,;b4_fY,烤-,fI'fFfb_,#NAME?,0(U_,_E_l,Gs_/-,_>_b_v@,0@,A0(',3bZ,Y茶,_a__;b,_丕_,_?.,-_/_,-0('f,-?'f,_,#NAME?,W30蠊:_,_'f,"-0('ffI	Z","b	U_",吭,_昊:4)_ê,_\_,fI'f,-q峥,0(~2回寰b,,"]	f>",W3,__/v@__\,fI0(fb;;/,_溷_荬v@,_濂柒
5b646c65a4af260a39f3a176,医学院,https://baike.baidu.com/item/%E7%8E%8B%E6%B5%B7%E7%87%95/3741215,"王海燕,北京大学第三医院",,,北京大学第三医院,http://www.puh3.net.cn/szyxzx/zjjs/34604.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b652407a4af2609c49f2166,中国抗癌协会妇科肿瘤委员会,http://www.baidu.com/link?url=stjGNhqS1ktbm9BsGGIL04Tc--LQ_goiV8MIQWGyzzy1ZNGoTGitnjcdoSnps-ya---zt1nBJ9o3dNtWs9HgNa,"郭红燕,北京大学第三医院",,,北京大学第三医院,http://www.puh3.net.cn/fck/zjjs/46287.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b650bbea4af2609c49f1a06,北大三院,https://baike.baidu.com/item/%E8%B5%B5%E4%B8%80%E9%B8%A3/12428368,"赵一鸣,北京大学第三医院",,,北京大学第三医院,https://www.huodongjia.com/guest-077084073122077122077052.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b658b1fa4af2609c49f413e,中国医师协会心血管内科医师分会,http://qqhealth.haodf.com/doctor/DE4r0Fy0C9LuZLhLSMvOhqewBFNKaEMw4.htm,"洪涛,北京大学第一医院",,,北京大学第一医院,http://www.pkufh.com/Html/Doctors/Main/Index_543.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b669d7fa4af2623f3622fbd,北京医学会物理医学与康复学分会,http://www.pkufh.com/Html/News/Articles/18128.html,"黎巍威,北京大学",,1,北京大学第一医院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b667bd3a4af2623f362259d,上海口腔医学杂志,https://mysk.familydoctor.com.cn/abaout/224216/,"李盛琳,北京大学",,1,北京大学口腔医院,https://mysk.familydoctor.com.cn/abaout/224216/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b650f94a4af2609c49f1b2d,中华实验眼科杂志,https://www.shuidichou.com/content/healthynews/sdo5uo89w,"于文贞,北京大学人民医院",,,北京大学人民医院,https://mysk.familydoctor.com.cn/abaout/13288/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6562aba4af2609c49f34cd,中国超声医学工程学会肌肉骨骼超声专业委员会,http://www.baidu.com/link?url=mv2-LhsYhgc0pQz8rYBdVy9A7QgtJVXN1RCA5n-iDzNCiYGUPjc1keYm9rfU5w_3uNBV5rKLzJH2VtarJuQ4Jq,"朱家安,北京大学",,,北京大学人民医院,https://zhujiaan.haodf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b654c37a4af2609c49f2dd8,中华医学会呼吸病分会,http://hqy1.u.yynet.cn/,"何权瀛,北京大学",,,北京大学人民医院,http://www.ctschina.org/blog/?t=99&i=1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67f43fa4af26471c291d1d,"辽宁芭蕾舞团,安徽大学新闻传播学院教学",https://baike.baidu.com/item/%E5%90%95%E8%90%8C,"吕萌,北京大学",,1,北京大学人民医院,https://drlvmeng.haodf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66ec81a4af2623f3624751,"北大三院神经内科,北大",https://mysk.familydoctor.com.cn/abaout/146322/,"崔德华,北京大学",,,北京大学神经科学研究所,https://baike.baidu.com/item/%E5%B4%94%E5%BE%B7%E5%8D%8E/16696241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b668dfba4af2623f3622b13,哈佛大学化学及化学生物学系,https://zh.wikipedia.org/zh-hans/%E8%B0%A2%E6%99%93%E4%BA%AE,"谢晓亮,北京大学",,,北京大学生命科学学院,http://www.bio.pku.edu.cn/teacher_dis_oa.php?cid=208&&teaid=83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b657e37a4af2609c49f3d45,数学学报,https://baike.baidu.com/item/%E6%BD%98%E6%89%BF%E5%BD%AA,"潘承彪,北京大学",,1,北京大学数学系,http://sci.cau.edu.cn/art/2012/3/29/art_186_111614.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64c868a4af260e918822c1,"北京大学,教育部基础教育指导委员会,国务院发改委医疗改革专家委员会,教育部,教育部全国督学,国务院学位办研究生教育医药科工作委员会,北京大学党委,中国高等教育学会第六届理事会,中国环境诱变剂学会第六届理事会,中华医学会,北京大学临床肿瘤学院",https://baike.baidu.com/item/%E6%9F%AF%E6%9D%A8,"柯杨,北京市肿瘤防治研究所",,,北京大学肿瘤医院,https://www.bjcancer.org/Mobile/Doctor/Index?siteId=31114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6526a8a4af2609c49f2235,北京儿童医院医学遗传中心,http://www.baidu.com/link?url=AI5bm99o1vItobBXqdkENDDEtSQR6I7nlAvd5HGw-N0OcDs4SsOQRfax-_Dc83jsHmd8NmdCfuoHEe2e3W3ZXa,"郝婵娟,国家人口计生委科学技术研究所",,,北京儿童医院医学遗传中心,https://www.bch.com.cn/Mobile/Article/Index/2677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64df0fa4af260e918829ad,北京高盟新材料股份有限公司,http://10.ip138.com/mr/1642.htm,"王子平,北京理工大学",,,北京高盟新材料股份有限公司,http://baike.chinaso.com/wiki/doc-view-18953.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b659585a4af2609c49f4482,中国仿真学会,http://cie.btbu.edu.cn/szdw/xb/dzxxx/39421.htm,"于重重,北京工商大学",,,北京工商大学计算机与信息工程学院,http://cie.btbu.edu.cn/szdw/xb/dzxxx/39421.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65698ca4af2609c49f36ef,建筑工程学院,http://www.baidu.com/link?url=79b-dsgLJTzHzTMMmMuzhP0TE_9kfNN95_SBtIKjFlhkA3n-lrZn4cqxSbkYM_FpgZSECRnM1GiScvkRBUR0La,"李星,北京工业大学",,,北京工业大学,https://baike.baidu.com/item/%E6%9D%8E%E6%98%9F/3050168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b644adda4af2607336f86ae,软件学报,http://www.baidu.com/link?url=gO7UsA_Q5oAGHPW8WiI5D7ANnS84uKmigRnqY51KrZqPIfhVX3GIlh0LmsyT-lts,"刘椿年,北京工业大学",,,北京工业大学,http://www.mingren114.com/bU5E0grx64.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64da4ca4af260e91882835,新能源科学与工程系,https://baike.baidu.com/item/%E9%B9%BF%E9%99%A2%E5%8D%AB,"鹿院卫,北京工业大学",,,北京工业大学,http://yanzhao.bjut.edu.cn/ds/4/1/2015625/1435227037671_1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b644f51a4af2607336f87ff,"西南大学,西南大学物理科学与技术学院电子信息工程学院,西南大学物理科学与技术学院",https://baike.baidu.com/item/%E5%BC%A0%E8%8F%81/3642896,"张菁,北京工业大学",,,北京工业大学,http://yanzhao.bjut.edu.cn/ds/10/2015628/1435489621423_1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64b9cfa4af260e91881e65,中国人工智能学会科普工作委员会,http://www.bjut.edu.cn/gjzrkxjjyxqnkxjjhdz/24805.shtml,"韩红桂,北京工业大学",,,北京工业大学,http://www.bjut.edu.cn/gjzrkxjjyxqnkxjjhdz/24805.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64d05ea4af260e91882526,"北京电影学院电影学系,北京电影学院",https://baike.baidu.com/item/%E5%90%B4%E7%90%BC/1778570,"吴琼,北京工业大学",,,北京工业大学,http://yanzhao.bjut.edu.cn/ds/14/201737/14888521493495634_1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b679468a4af2623f36276c3,"重庆大学经济与工商管理学院,重庆大学",http://www.baidu.com/link?url=Vs9Csn076-i-N4wuM7nq8MTG9lirC4bTIOXWE7E72-nimbB5h1MUki0Ltb3JMdifWXYHeEKG1xmUnZ-tikWq-_,"吴俊书,北京工业大学",,1,北京工业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6512e0a4af2609c49f1c28,北京航空北京航天大学学流体力学研究所,http://www.buaa.edu.cn/info/1569/1610.htm,"孙茂,北京航空航天大学",,,北京航空北京航天大学,http://www.buaa.edu.cn/info/1569/1610.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b652401a4af2609c49f2164,航空学报,https://baike.baidu.com/item/%E9%82%A2%E8%AA%89%E5%B3%B0,"邢誉峰,北京航空航天大学",,1,北京航空航天大学,http://shi.buaa.edu.cn/xingyufeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6575e9a4af2609c49f3ab1,中国保险学会,http://sem.buaa.edu.cn/szdw/sljjyswtjx/bmy/jbxx.htm,"柏满迎,北京航空航天大学",,,北京航空航天大学,http://sem.buaa.edu.cn/szdw/sljjyswtjx/bmy/jbxx.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64e611a4af260e91882bdc,"语|研究室",http://datastorage.buaa.edu.cn/info/1040/1092.htm,"张国锋,北京航空航天大学",,1,北京航空航天大学,http://datastorage.buaa.edu.cn/info/1040/1092.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b654781a4af2609c49f2c6a,北京航空航天大学,https://baike.baidu.com/item/%E5%8F%B6%E8%8B%B1%E5%8D%8E,"叶英华,哈尔滨工业大学",,,北京航空航天大学,http://graduate.buaa.edu.cn/TutorInfo.jsp?id=14799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b649f76a4af260e918816a6,"中国复合材料学会青年工作委员会,南加州大学|材料科学与化学工程系复合材料中心",http://shi.buaa.edu.cn/yinsha/zh_CN/index.htm,"殷莎,北京航空航天大学",,,北京航空航天大学,http://transportation.buaa.edu.cn/info/1096/1119.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64d368a4af260e91882613,德州A&M大学(TAMU)电子与计算机工程系,http://www.chinakaoyan.com/info/article/id/85935.shtml,"熊子祥,北京航空航天大学",,,北京航空航天大学,http://graduate.buaa.edu.cn/TutorInfo.jsp?id=175204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645bf8a4af260a39f39c97,"北航,北航电工电子中心",https://baike.baidu.com/item/%E9%99%88%E4%BC%9F%E6%B5%B7/1540573,"陈伟海,北京航空航天大学",,,北京航空航天大学,http://dept3.buaa.edu.cn/jsdw/qbjs/dgdzjxsyzx/js/cwh.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645c56a4af260a39f39cb3,"语|研究室",http://datastorage.buaa.edu.cn/info/1040/1088.htm,"陈子瑜,北京航空航天大学",,,北京航空航天大学,http://datastorage.buaa.edu.cn/info/1040/1088.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64ade0a4af260e91881ade,"自动化学院,北航",http://www.baidu.com/link?url=lGZttJr1SXTQQ3fgb6otTA3EHgK3pJ7IJjtHjsKxs6vlHyyK4889Wffp7qH7n7lte5STiotbGQKx5qFPHwGIna,"张明廉,北京航空航天大学",,,北京航空航天大学,http://graduate.buaa.edu.cn/TutorInfo.jsp?id=16170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66819fa4af2623f362275f,IEEE北京分部,http://www.baidu.com/link?url=O49fY9Vgv_gJ_whrqPORDvYvLCX7n-7UizkoMsNoQ72uErg0tCah58mBoq75ykidgmqC-z1MkBAm-uf4BCP_Yq,"毛剑琴,北京航空航天大学",,,北京航空航天大学,http://graduate.buaa.edu.cn/TutorInfo.jsp?id=14531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6705cba4af2623f3624ee0,"北航航空科学与工程学院飞机设计研究所,总装振动与噪声控制设计专家组,北航航空科学与工程学院飞机系直升机设计研究所,航空科学与工程学院",http://graduate.buaa.edu.cn/TutorInfo.jsp?id=14863,"程小全,北京航空航天大学",,,北京航空航天大学,http://www.ase.buaa.edu.cn/info/1079/1894.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67ece1a4af26471c291b01,总参陆航局武装直升机高层专家组,http://graduate.buaa.edu.cn/TutorInfo.jsp?id=14602,"杨嘉陵,北京航空航天大学",,,北京航空航天大学,http://www.buaa.edu.cn/info/1545/1789.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67f2b3a4af26471c291ca6,"北京航空航天大学,北京航空航天大学物理系",https://baike.baidu.com/item/%E6%B1%9F%E5%85%B4%E6%B5%81,"江兴流,兰州大学",,,北京航空航天大学,http://www.zgkjcx.com/Article/ShowArticle.asp?ArticleID=3805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b649d0da4af260e918815f0,飞机设计所,http://graduate.buaa.edu.cn/TutorInfo.jsp?id=15926,"郦正能,北京航空航天大学",,,北京航空学院,http://graduate.buaa.edu.cn/TutorInfo.jsp?id=15926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b656db3a4af2609c49f382e,国际计量技术联合会,http://www.fm369.cn/informationdetail.aspx?id=4851,"孙延祚,北京化工大学",,,北京化工大学,http://www.fm369.cn/informationdetail.aspx?id=4851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64c7faa4af260e9188229f,"北京建筑工程学院,北京建筑工程学院建筑材料实验室",http://www.baidu.com/link?url=TASFfPT6OHGEoL3zVF_Tl6KCEqhWdyr1k0SIcGpJiZ7AsC9PyteLSSjJuB7kFiViFbZAVoVvJFelKczfS49UP4kO163AtHGGThAXgkUQao3VJWIs5IK4vROUkZVTmU-k,"陈家珑,北京建筑大学",,,北京建筑大学土木与交通工程学院,http://tumu.bucea.edu.cn/szdw/szdw/jggc/23290.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6581cfa4af2609c49f3e5b,北京交通大学系统科学研究所,http://sd.sina.com.cn/edu/news/2017-02-14/155818194.html,"高自友,山东科技大学",,,北京交通大学,https://baike.baidu.com/item/%E9%AB%98%E8%87%AA%E5%8F%8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67fa14a4af26471c291ec4,中国岩石力学与工程学会岩石动力学专委会,http://www.baidu.com/link?url=z6XRkZSL0XvKUjCUKIMwAv1PhS7PGguQVq__PNPkAA8wlvm5i5Ll-1fBLJaFPke9AK9ncXKyH_KIu7jCpXizPa,"李涛,北京交通大学",,,北京交通大学,http://faculty.bjtu.edu.cn/civil/7464.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b653e33a4af2609c49f2981,"|新能源学院,电力系|电机所,新能源所|牵引供电所",http://ee.bjtu.edu.cn/teacher/index.php?dept=5&tid=245,"罗国敏,北京交通大学",,,北京交通大学 ,http://ee.bjtu.edu.cn/teacher/index.php?dept=5&tid=245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b646a9ea4af260a39f3a0f4,"国际儿科学杂志,北京京城国丹中医医院,北京京城国丹中医医院全国儿童多动抽动症诊疗中心",http://www.baidu.com/link?url=HI7KunaGntF9rE51jT9zkY0149Rnz9dXemWArE-ocyI9SL1lHmPPKszSVGcap0H4bvL244ygi3d60uufD_IjpYYe85Zs6tKAvfApC82VPembLO6GlN4iywuuPGAfueKw,"张燕,中国中医科学院中药研究所",,,北京京城国丹中医医院全国儿童多动抽动症诊疗中心,http://www.baike.com/gwiki/%E5%BC%A0%E7%87%95[%E5%84%BF%E7%A7%91%E4%B8%93%E5%AE%B6],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b657b40a4af2609c49f3c5b,"上海市政总院研究院,北京尚水信息技术股份有限公司,博士生导师,电子科学与工程学院,华南理工大学,中国中冶管廊技术研究院技术委员会,中国葛洲坝集团,华南理工大学环境与能源学院,中国葛洲坝集团股份有限公司,环境保护部,复旦大学环境科学与工程系,华中科技大学,浙江大学环境与资学院",http://www.water8848.com/news/201308/14/7029.html,"李子富,北京科技大学",,,北京科技大学,http://cres.ustb.edu.cn/a/shiziduiwu/xixuo/530.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b656a89a4af2609c49f373e,学院实验中心,https://baike.baidu.com/item/%E9%82%A2%E5%A5%95,"邢奕,北京科技大学",,,北京科技大学,http://seee.ustb.edu.cn/shiziduiwu/quantijiaoshi/2016-08-24/34.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64b54aa4af260e91881d0f,电子科技大学,https://baike.baidu.com/item/%E5%BC%A0%E5%8B%87/20282260,"张勇,北京科技大学",,,北京科技大学,http://skl.ustb.edu.cn/kxyj/xztd/yjdw/4103488.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64c1e9a4af260e918820ce,"大学,北京科技大学,北京科技大学党委",http://www.baidu.com/link?url=CK1k5JKrs2q0iUSt-ZalzlcvFFW6mjzT5f6zv8PUn52dzuxiU-XJkvAwJ43aCZhuw2ogPkXNMluaMub6oDzjVNcb_Qiv59GxzhnnQ-Lk2eDvkxhb63cJZlXSoNFYwaOA,"金龙哲,国家安全生产监督管理总局",,,北京科技大学,https://baike.baidu.com/item/%E9%87%91%E9%BE%99%E5%93%B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67a99ba4af2623f3627cea,"北京科技大学冶金与生态工程学院,北京科技大学",http://www.ec-cisri.com.cn/index.php?c=article&id=149,"罗海文,钢铁研究总院",,,北京科技大学,http://cn.metall.ustb.edu.cn/facultydetail.asp?ID=588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64e0d0a4af260e91882a3a,SCI收录杂志,http://shuli.ustb.edu.cn/shiziduiwu/jiaoshixinxi/2018-03-27/176.html,"彭铭曾,北京纳米能源与系统研究所",,,北京科技大学数理学院,http://shuli.ustb.edu.cn/shiziduiwu/jiaoshixinxi/2018-03-27/176.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64d785a4af260e91882756,"上海商学院流通经济学院党总支,上海商学院,中国楹联学会",http://www.baike.com/wiki/%E6%9D%8E%E4%BE%83,"李侃,北京理工大学",,,北京理工大学,http://cs.bit.edu.cn/szdw/jsml/js/lk/index.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64ab8fa4af260e91881a3d,|English|党委宣传部,http://www.baidu.com/link?url=aVlffwjBQC4DYVrscALcO8jGXhRBTNW-DfEVd7TEZdUYwG6NwlMmyZ4J0Wx1p7YAhhOcNg0q3n9hWIPNOvB0GK,"李林英,北京理工大学",,,北京理工大学,http://rw.bit.edu.cn/szdw/jsjj/skfzyjzx/lly/index.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b644845a4af2607336f85e2,"|刊社",http://www.baidu.com/link?url=X2_t7zbdnU99_Xzpg1U6gbrjc9ao0BJMJqZxzjYTZIlzzhzWP9pIG5v2njtZAqb9F9u-8X5ZCM_J4DFKkk2JCDiPKardIziAPBK5MT76Hga,"刘明业,北京理工大学",,,北京理工大学ASIC研究所,http://xueshu.baidu.com/scholarID/CN-B9731H0J?site=xueshu_ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67d14ba4af2623f362887c,中国兵工学会光电子专委会,http://www.baidu.com/link?url=BtvqwhqfgNzNaOgK2oTI4y55qouzhJFMeh0UQmTa5ziqPRj8nv3MPUmtqqm7wfsetIkFolXlJQM1Tkk-SG_7m_,"赵长明,北京理工大学",,,北京理工大学光电学院,http://yz.kaoyan.com/bit/daoshi/29/330492/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b669ceea4af2623f3622f91,国际计算机协会ACM,http://ss.bit.edu.cn/szdw/szdwlb/84934.htm,"高广宇,北京理工大学",,,北京理工大学软件学院,http://ss.bit.edu.cn/szdw/szdwlb/84934.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66b4bba4af2623f3623692,"北京理工大学宇航学院,北京理工大学",https://baike.baidu.com/item/%E5%B4%94%E5%B9%B3%E8%BF%9C,"崔平远,哈尔滨工业大学",,,北京理工大学宇航学院,http://sae.bit.edu.cn/szdw/jsxx/fxqgcx/js_gc/jsxm/index.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b656656a4af2609c49f35ed,中心,http://www.kaichengschool.com/a/yuanxiaoku/bjfu/daoshi/21098.html,"金幼菊,北京林业大学",,,北京林业大学,http://59.108.36.172/persons/details/10571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6562c8a4af2609c49f34d7,国际茶花协会,http://blonline.bjfu.edu.cn/ztxx/blxz/58132.htm,"程金水,北京林业大学",,,北京林业大学,http://blonline.bjfu.edu.cn/ztxx/blxz/58132.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67a532a4af2623f3627b9d,荒漠化研究所,http://www.baidu.com/link?url=VFx51kNNwLUfzb8Dmf9h58iGB6J1l8IGNrOKvaA75TQzl1dGZZiGLm6bvqwHuNeidrjrD8zwo5PWsCYM7QrGE8dQ2g1Dr3knbtnSZ40zuNh6nsRxn29u0YqIFIjeg8zs,"周金星,北京林业大学",,,北京林业大学水土保持学院,http://shuibao.bjfu.edu.cn/szdw/zrjs/js/162106.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b657843a4af2609c49f3b6e,植物科学技术学院植物保护系,http://www.baidu.com/link?url=-1AFHbG_Gu7jypywv3yHPUu1D9Dl06JlGlGtVuhZSqZZ__e42MtBky4mkP5l99KxWV57vzhd15y85PoiYVXSwnQHivZxIA6AYp3y1HA_mzYLEmP6QpdC7p9n4LHbeTEkxDeNJk9MCn-Up9IHWZaXxq,"董兆克,北京农学院",,,北京农学院,https://zkxy.bua.edu.cn/html/zkxy/zkxy_27/20131118151933242627886/20131118151933242627886.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64df7ca4af260e918829cf,国际园艺学会,https://swkgxy.bua.edu.cn/html/swkgxy/swkgxy_37/20150331074228841884974/20150331074228841884974.html,"曹庆芹,北京农学院",,,北京农学院生物科学与工程学院,https://yjsc.bua.edu.cn/html/yjsgzb/yjsgzb_173/20150214172107090191346/20150214172107090191346.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b647694a4af260a39f3a462,北京农业信息技术研究中心,http://www.nercita.org.cn/index/jgjj/rcjs.aspx?id=441,"李斌,北京市农林科学院",,,北京农业信息技术研究中心,http://www.nercita.org.cn/index/jgjj/rcjs.aspx?id=441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b658b64a4af2609c49f4153,"首都医科大学宣武医院,首都医科大学宣武医院神经内科",http://shengming.haodf.com/doctor/DE4r0BCkuHzduColgWMhoLSNZn1O5.htm,"武剑,北京清华长庚医院",,,北京清华长庚医院,https://baike.baidu.com/item/%E6%AD%A6%E5%89%91/18013659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b653bfda4af2609c49f28d0,"中国医师协会急诊医师分会,美国癫痫学会教育委员会,中华医学会",http://news.tsinghua.edu.cn/publish/thunews/9963/2014/20141128124716707800688/20141128124716707800688_.html,"张萍,北京清华长庚医院",,,北京清华长庚医院,https://baike.baidu.com/item/%E5%BC%A0%E8%90%8D/3900485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6517d5a4af2609c49f1da5,国务院关心下一代工作委员会儿童发展中心专家委员会,https://baike.baidu.com/item/%E9%99%88%E4%BC%9A%E6%98%8C,"陈会昌,北京师范大学",,,北京师范大学,https://baike.baidu.com/item/%E9%99%88%E4%BC%9A%E6%98%8C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
